begin,end,sampledSeconds,nVehEntered,nVehLeft,nVehSeen,meanSpeed,meanTimeLoss
1800,1845,3.96,1,1,1,26.48,0.1
180,225,4.53,1,1,1,23.18,0.21
810,855,9.01,2,2,2,23.28,0.49
1530,1575,3.54,1,1,1,29.7,0.13
180,225,4.45,1,1,1,23.62,0.18
675,720,3.86,1,1,1,27.23,0.07
810,855,3.85,1,0,1,24.69,0.16
855,900,0.4,0,1,1,24.72,0.02
1125,1170,7.2,2,2,2,29.17,0.06
1395,1440,6.99,2,2,2,30.06,0.07
1530,1575,3.48,1,1,1,30.18,0.08
1665,1710,3.81,1,1,1,27.53,0.11
0,45,1.29,1,1,1,31.1,0.04
90,135,3.71,1,1,1,28.27,0.14
225,270,16.3,4,4,4,25.76,0.44
270,315,2.54,1,1,1,20.63,0.48
315,360,4.46,1,1,1,22.39,0.1
405,450,3.76,1,1,1,27.9,0.23
495,540,3.25,1,1,1,32.33,0.04
585,630,3.57,1,1,1,29.41,0.11
720,765,4.37,1,1,1,24.01,0.16
765,810,5.77,2,2,2,27.06,0.08
855,900,4,1,1,1,26.27,0.15
1035,1080,4.11,1,1,1,25.56,0.12
1080,1125,4.31,1,1,1,24.38,0.11
225,270,4.85,2,2,2,28.54,0.11
270,315,4.66,1,1,1,22.52,0.14
360,405,4.72,1,1,1,22.23,0.13
405,450,3.51,1,1,1,29.93,0.09
495,540,3.28,1,1,1,32.01,0.08
630,675,11.66,3,3,3,27.02,0.08
900,945,3.95,1,1,1,26.55,0.1
990,1035,9.67,3,2,3,26.79,0.12
315,360,4.47,1,1,1,23.49,0.11
495,540,3.95,1,1,1,26.57,0.11
900,945,4.19,1,1,1,25.04,0.59
225,270,4.8,1,1,1,21.89,0.11
450,495,4.71,1,1,1,22.28,0.18
495,540,15.74,3,3,3,20.01,0.4
1080,1125,5.32,1,1,1,19.75,0.23
1125,1170,5.06,1,1,1,20.74,0.49
1215,1260,4.51,1,1,1,23.27,0.18
1755,1800,4.77,1,1,1,22.03,0.09
1845,1890,3.19,1,0,1,16.35,0.09
1890,1935,3.29,0,1,1,16.02,0.16
1125,1170,2.23,1,0,1,20.91,0.07
1755,1800,1.87,2,0,2,22.43,0.03
45,90,2.14,1,1,1,22.34,0.08
135,180,2.98,3,3,3,20.7,0.04
495,540,4,1,0,1,16.38,0.17
1035,1080,3.22,0,1,1,16.7,0.17
270,315,2.85,1,1,1,21.46,0.08
270,315,4.64,1,1,1,22.64,0.14
630,675,5.5,1,1,1,19.1,0.14
675,720,4.51,2,1,2,24.04,0.08
1035,1080,4.73,1,1,1,21.4,0.11
1125,1170,4.04,1,0,1,23.87,0.14
1170,1215,0.36,0,1,1,24.15,0.01
1215,1260,1.31,1,0,1,20.8,0.05
1260,1305,3.75,0,1,1,20.76,0.14
1440,1485,5.24,0,1,1,19.56,0.21
1485,1530,1.5,1,0,1,20.37,0.08
1530,1575,3.57,0,1,1,20.83,0.11
1980,2025,5.04,1,1,1,20.84,0.09
1350,1395,4.3,1,1,1,24.42,0.16
1890,1935,9.15,2,1,2,20.62,0.13
1935,1980,1,0,1,1,19.11,0.02
0,45,1.22,1,0,1,19.46,0.01
405,450,2.2,2,0,2,17.32,0.07
720,765,1.91,0,1,1,19.57,0.08
1215,1260,6.63,1,1,1,15.83,0.31
1305,1350,5.37,1,1,1,19.56,0.26
1395,1440,4.66,1,1,1,22.54,0.15
1575,1620,4.28,1,1,1,24.55,0.06
765,810,3.96,1,1,1,21,0.11
945,990,5.06,1,1,1,20.76,0.14
1440,1485,10.48,2,2,2,20.05,0.19
1800,1845,4.65,1,1,1,22.56,0.13
540,585,5.6,1,1,1,18.76,0.24
990,1035,4.95,1,1,1,21.22,0.15
1170,1215,5,1,1,1,20.99,0.13
1350,1395,5.28,1,1,1,19.89,0.13
1440,1485,10.41,2,2,2,20.18,0.16
1800,1845,4.59,1,1,1,22.89,0.06
90,135,6.95,2,1,2,27.78,0.09
135,180,2.86,2,3,3,21.83,0.13
315,360,0.21,1,1,1,22.78,0.03
180,225,4.53,1,1,1,23.2,0.3
270,315,9.66,2,2,2,21.75,0.16
360,405,11.34,2,3,3,18.99,0.37
630,675,4.22,1,1,1,24.91,0.14
1260,1305,225.6793694,7,13,20,35.7877872,0.458300488
1305,1350,376.9740696,9,22,31,31.47919339,0.345549664
1350,1395,232.8472502,4,20,24,39.0137904,0.542721191
1395,1440,515.7753048,22,21,43,32.22941023,0.365181955
1440,1485,280.1010644,4,21,25,34.13594189,0.415073643
1485,1530,363.4246947,11,23,34,37.85777365,0.512469595
1530,1575,153.2330662,3,9,12,30.6589176,0.324084013
1575,1620,455.5815169,15,25,40,33.7303872,0.404460754
1620,1665,132.6047742,2,8,10,28.0848816,0.256724524
1665,1710,273.469677,6,22,28,38.65795817,0.533409481
1710,1755,312.4589592,12,14,26,31.50164271,0.346137137
1755,1800,158.8338382,9,6,15,39.01488768,0.542749906
1800,1845,484.5695091,16,27,43,35.01190817,0.437996648
1845,1890,72.66820459,2,6,8,45.015912,0.699789642
1890,1935,269.949553,12,12,25,37.40934758,0.500734813
1980,2025,21.39350466,2,1,3,50.7711456,0.850397325
0,45,90.25475264,1,7,8,33.2146656,0.384429674
45,90,261.2588086,5,19,25,36.64300723,0.473470782
90,135,196.338822,10,7,19,36.43893625,0.468170637
135,180,129.1556217,0,10,12,35.8892856,0.453895076
180,225,128.6263413,3,12,16,47.2838526,0.749835497
225,270,83.01164147,3,4,7,32.1283584,0.356216034
270,315,352.0209766,4,31,36,39.779448,0.554930622
315,360,100.7766186,4,4,8,31.9061592,0.350445063
360,405,386.6038807,5,31,36,36.140136,0.460410178
405,450,156.8849481,5,9,14,32.63780983,0.369447539
450,495,229.953766,5,17,22,37.17684393,0.487335623
495,540,259.3277525,10,14,24,36.7853976,0.477168954
540,585,108.8068934,2,8,10,36.44944704,0.468443624
585,630,366.5418553,12,27,39,42.26047311,0.619367964
630,675,79.06447318,0,8,8,39.440358,0.546123755
675,720,298.3469066,14,17,31,40.83297445,0.582292878
720,765,133.0959298,4,6,10,28.50404256,0.262085072
765,810,260.8695551,7,24,31,46.07407928,0.718415187
810,855,219.563796,6,14,20,35.56339344,0.445430984
855,900,269.0200919,4,26,30,42.3147744,0.620778281
900,945,165.7358378,8,7,15,34.28341632,0.412187336
945,990,100.7638179,3,6,9,36.191952,0.461755947
990,1035,290.357507,12,15,27,37.600128,0.498329184
1035,1080,126.125966,1,13,14,42.97732251,0.637986023
1080,1125,300.9861952,15,16,31,39.59764955,0.550208941
1125,1170,157.284356,2,11,13,31.35266585,0.336069698
1170,1215,337.3713646,15,16,32,38.4702939,0.520929188
1215,1260,167.4553788,8,5,13,29.58013662,0.290033456
1260,1305,263.0090266,7,17,24,36.6477804,0.473594751
1305,1350,189.6887412,9,10,19,37.56104943,0.497314233
1350,1395,301.2516642,9,21,30,39.41868672,0.545560907
1395,1440,497.9553826,15,25,40,30.90022776,0.324318947
1440,1485,188.9824071,3,15,18,36.4156752,0.4675665
1485,1530,326.6278632,9,22,31,38.50036955,0.521710315
1530,1575,114.4139128,1,10,11,39.14795782,0.538529518
1575,1620,431.9645782,15,25,40,35.3036124,0.438683934
1620,1665,91.52771665,3,4,7,28.98700251,0.274628539
1665,1710,377.4198153,9,28,37,37.89708558,0.506041785
1710,1755,144.5629635,7,7,14,36.07308,0.458668596
1755,1800,260.0105882,12,12,24,37.9599444,0.507674358
1800,1845,389.3121736,13,20,33,33.67485818,0.396381825
1845,1890,84.64815351,2,10,12,51.384708,0.856343175
1890,1935,300.5216074,10,16,26,35.55693637,0.44526328
1935,1980,6.462162488,0,1,1,55.7089056,0.968651511
1980,2025,15.43075973,0,2,2,46.7880192,0.73695768
0,45,144.562059,4,8,13,35.53583483,0.444893197
45,90,235.6786742,6,14,21,34.09405714,0.407440034
90,135,183.2599298,8,9,17,35.85071944,0.453072977
135,180,151.9271576,6,5,12,30.9222648,0.325046157
180,225,154.3214561,10,7,18,45.8778864,0.713549415
225,270,83.22573986,0,6,6,27.06624,0.224877923
270,315,330.4860985,10,24,34,39.39977478,0.545267043
315,360,98.64679067,1,6,7,27.76431909,0.243011974
360,405,343.8968072,6,28,34,37.26040151,0.48969239
405,450,191.746124,5,9,15,29.37272256,0.284793586
450,495,303.4607259,13,16,29,37.74945898,0.502396671
495,540,200.4554014,7,13,20,38.9232648,0.532888709
540,585,86.90100108,2,6,8,34.3023444,0.412850727
585,630,355.9614693,16,20,36,39.7867632,0.555319869
630,675,50.50393875,0,6,6,43.7979312,0.659518269
675,720,351.7844346,13,21,34,38.40060452,0.519311525
720,765,104.1199238,5,3,8,29.4592248,0.287040661
765,810,384.3776353,14,29,43,43.43340458,0.650048935
810,855,185.4419206,9,7,16,34.2543384,0.411603672
855,900,313.4640879,9,21,31,38.00022225,0.508910766
900,945,152.910351,7,7,14,35.76740914,0.45090882
945,990,188.4044406,5,13,18,38.0609856,0.51048922
990,1035,242.8361653,14,12,26,41.89457243,0.610074581
1035,1080,133.9593882,0,13,13,37.50925071,0.496156763
1080,1125,386.9565701,20,20,40,40.606218,0.576606905
1125,1170,132.1667897,2,9,11,31.43806953,0.338445253
1170,1215,377.5280205,18,20,38,40.13214973,0.564292
1215,1260,121.7910818,2,6,8,25.7298444,0.190162278
1260,1305,299.8581946,9,19,28,36.81178457,0.478038635
1305,1350,194.2622393,4,12,16,31.567374,0.341804205
1350,1395,274.6994621,7,20,27,37.0543328,0.484339328
1395,1440,442.0097849,16,21,37,32.08031533,0.355128918
1440,1485,163.3301312,5,9,14,34.56510377,0.419676447
1485,1530,423.1356334,17,23,40,36.89823456,0.480284353
1530,1575,165.1383253,3,11,14,32.50613623,0.366190499
1575,1620,500.9048211,27,20,47,35.45638529,0.442829331
1620,1665,38.39951363,1,2,3,31.18104,0.331768379
1665,1710,470.8060175,19,25,44,35.72893309,0.449909325
1710,1755,112.7933854,5,5,10,34.67185344,0.42244949
1755,1800,311.404316,15,15,30,37.6330464,0.499372613
1800,1845,220.1257686,7,13,20,35.52279408,0.444554437
1845,1890,86.16036938,1,9,11,47.61297425,0.758621917
1890,1935,322.0179139,13,14,28,34.1062056,0.407755616
1935,1980,19.05931009,0,2,2,38.1798576,0.513577167
1980,2025,37.10179647,2,1,3,32.6879712,0.370914039
0,45,61.50463955,2,4,7,42.85505417,0.626715667
45,90,285.9065315,5,19,24,32.353758,0.355958899
90,135,266.4454693,12,9,22,32.57874196,0.3617597
135,180,132.1956456,2,9,11,32.06750924,0.348578497
180,225,114.2347415,7,7,14,47.97073029,0.758614045
225,270,160.7079704,3,8,11,25.53570065,0.180167726
270,315,384.6119555,10,29,39,39.25927163,0.534004973
315,360,54.83131807,0,4,4,27.2783808,0.225099555
360,405,428.4508807,10,33,43,37.08015338,0.477820383
405,450,149.2339863,3,9,12,30.298644,0.302971533
450,495,252.6977541,11,15,26,39.30119335,0.535085848
495,540,213.5294682,8,12,20,37.26856656,0.482678274
540,585,232.4212454,6,14,20,33.14498832,0.37635933
585,630,188.1711346,6,16,22,43.89818269,0.653610834
630,675,112.2027247,0,11,11,37.88010065,0.498445565
675,720,427.8066083,16,23,39,36.3419136,0.458786217
720,765,91.15790046,4,3,7,28.09350309,0.246115996
765,810,365.4684501,13,28,41,43.62276784,0.646509764
810,855,192.1971942,6,9,15,29.76774336,0.289283228
855,900,378.1561479,9,29,38,37.77039891,0.495617105
900,945,134.7054443,4,7,12,34.2095328,0.403806668
945,990,192.1793582,8,7,15,32.41804032,0.357616301
990,1035,205.7937359,10,12,23,43.09161683,0.632815004
1035,1080,136.2359688,2,12,14,38.76925371,0.521370755
1080,1125,402.3444407,16,23,39,38.52043643,0.514955455
1125,1170,139.0335763,2,9,11,30.61710458,0.311182458
1170,1215,381.5138288,15,26,41,41.46674646,0.590920685
1215,1260,8.934749169,0,1,1,40.2921216,0.560635126
1260,1305,399.8660744,13,22,35,34.6119733,0.414182862
1305,1350,228.6489337,6,11,17,29.92540744,0.293348309
1350,1395,355.29125,15,18,33,35.3763072,0.433889817
1395,1440,328.1808839,20,11,31,36.67286741,0.467319257
1440,1485,179.9249433,4,11,15,32.44218048,0.358238711
1485,1530,488.1280183,14,29,43,35.2857178,0.431554135
1530,1575,118.9991796,1,9,10,31.68396,0.338689379
1575,1620,449.8744684,19,22,41,35.04792609,0.425423109
1620,1665,127.7889333,2,7,9,25.7665728,0.186120343
1665,1710,457.9201986,22,22,44,36.26660029,0.456844401
1710,1755,56.41802713,4,2,6,39.9245328,0.551157519
1755,1800,382.5718946,20,18,38,38.69933305,0.519567978
1800,1845,363.2624516,14,18,32,35.2062288,0.429504656
1845,1890,86.22283847,5,6,11,48.83095505,0.780793372
1890,1935,257.6564345,12,9,22,32.66502807,0.36398443
1935,1980,28.80832404,0,3,3,37.6952256,0.493678899
1980,2025,23.62679687,0,2,2,31.8375792,0.34265017
0,45,80.06858851,4,3,9,42.3135552,0.60942351
45,90,413.6575687,13,24,38,35.08697179,0.423668058
90,135,304.8599225,19,9,29,37.83043068,0.494187197
135,180,234.2411465,10,12,22,36.11996378,0.450220563
180,225,116.481309,5,8,13,45.29909465,0.6861652
225,270,150.7970293,6,4,11,27.41603956,0.226490857
270,315,408.212792,16,24,40,38.05668792,0.500003018
315,360,29.6022088,1,1,2,27.4539456,0.227465212
360,405,502.6968717,13,35,48,35.427285,0.432415626
405,450,42.0594634,1,3,4,34.7865192,0.415945085
450,495,384.5982355,12,25,37,37.25829068,0.479480646
495,540,221.5982047,12,12,24,41.4785556,0.587960293
540,585,279.09378,10,15,25,35.04800102,0.422666335
585,630,181.9228179,13,7,20,43.15218192,0.63097996
630,675,161.1954967,1,13,14,34.25629783,0.402316029
675,720,381.3330982,18,19,37,38.18741994,0.503363415
720,765,108.3191992,3,4,8,27.973782,0.240827328
765,810,481.7607974,21,30,52,43.04734948,0.628285298
810,855,161.7159541,9,4,13,30.90784542,0.316245855
855,900,462.3443879,13,32,45,36.73547136,0.466041855
900,945,85.82073905,2,6,8,35.6643432,0.43850908
945,990,283.8965192,15,11,26,36.26594806,0.453973011
990,1035,198.6246867,11,12,23,44.30291854,0.660559028
1035,1080,207.215391,3,15,18,33.079944,0.372078484
1080,1125,488.95638,21,28,49,39.38025953,0.534024717
1125,1170,124.6461834,2,8,10,32.51350368,0.35751844
1170,1215,472.3439378,18,29,47,39.31997821,0.532475218
1215,1260,79.00018594,4,1,5,23.4379008,0.124234933
1260,1305,468.3016134,23,19,42,34.50632091,0.408742738
1305,1350,200.794513,4,13,17,32.83190852,0.365702865
1350,1395,416.7782627,21,18,39,34.71540702,0.414117184
1395,1440,288.350843,14,14,28,36.67619211,0.464518114
1440,1485,317.1063984,9,16,25,29.97637286,0.292302852
1485,1530,428.6811526,27,14,41,37.8607097,0.494965503
1530,1575,301.2252497,1,23,24,30.0641004,0.294557842
1575,1620,486.1583787,17,26,43,33.46627446,0.382008902
1620,1665,113.2350908,3,5,8,26.5788648,0.204971729
1665,1710,500.8319561,18,32,50,38.14233062,0.502204418
1710,1755,116.5823349,5,4,9,30.4897536,0.305499029
1755,1800,376.2617719,20,15,35,35.68448613,0.439026843
1800,1845,217.7391548,13,7,20,36.6436656,0.463682037
1845,1890,162.3498275,6,10,16,40.2400008,0.556123905
1890,1935,291.3457778,9,17,26,34.46345465,0.407640884
1935,1980,86.89384846,1,6,7,29.73158537,0.286010721
1980,2025,108.291699,2,6,8,27.6967188,0.233705567
0,45,114.4118997,5,5,10,33.28269696,0.384699325
45,90,454.1905425,11,28,39,33.57845612,0.392367496
90,135,266.9314707,9,15,24,35.458146,0.441102361
135,180,353.2429131,13,16,31,33.04122457,0.378438652
180,225,174.5939413,11,8,19,45.04854164,0.689753293
225,270,358.976573,8,15,27,28.4849824,0.260308608
270,315,558.1147245,20,32,52,37.34529175,0.490030536
315,360,113.4033926,3,5,8,25.7888232,0.190405079
360,405,620.423132,17,38,55,33.27591377,0.384523457
405,450,98.69011762,2,5,7,27.67026651,0.239185406
450,495,451.9372079,16,27,43,37.22713786,0.48696715
495,540,179.3470006,6,14,20,43.35572736,0.645863566
540,585,323.7345226,7,19,26,30.69683003,0.317655353
585,630,182.182898,10,12,22,46.51669178,0.727818136
630,675,312.3257281,6,19,25,32.84641843,0.373387898
675,720,379.5595176,19,20,39,39.66048222,0.550056658
720,765,272.6083315,4,16,20,27.17084736,0.226236927
765,810,479.8970982,24,29,53,43.83882041,0.658388757
810,855,200.0785237,7,8,15,28.8109152,0.268759093
855,900,712.9627728,26,39,65,35.06552374,0.430922814
900,945,152.8617872,9,4,13,33.78778338,0.39779474
945,990,305.5073028,11,18,29,37.7971339,0.501745482
990,1035,181.8983018,9,11,20,43.38151344,0.646532124
1035,1080,453.3407521,5,34,39,33.19862843,0.382519674
1080,1125,413.8758931,20,23,43,39.98437284,0.558454196
1125,1170,259.676497,3,15,18,27.389328,0.231901491
1170,1215,566.4560255,29,29,58,40.71211498,0.577322423
1215,1260,95.16893098,5,2,7,28.44776777,0.259343741
1260,1305,565.7026601,22,26,48,34.0769448,0.405291851
1305,1350,263.6417278,10,11,21,31.14603154,0.329301835
1350,1395,687.3638802,19,40,59,33.40585269,0.387892394
1395,1440,300.901014,16,11,27,35.2580448,0.435914322
1440,1485,472.5054786,10,25,35,28.73023899,0.266667395
1485,1530,451.1528269,18,25,44,38.71951985,0.525660254
1530,1575,443.3595728,4,30,34,29.23186193,0.279673011
1575,1620,618.9350765,22,34,56,34.91309829,0.426970867
1620,1665,239.4879524,1,17,18,27.6185376,0.237844226
1665,1710,785.384527,22,47,69,34.36108466,0.412658767
1710,1755,148.0475013,4,5,9,22.5174048,0.10558676
1755,1800,624.9860414,22,35,57,35.87316328,0.451862547
1800,1845,246.8762028,8,11,20,32.16621456,0.3557522
1845,1890,432.182732,6,32,38,34.81091924,0.424321663
1890,1935,257.6077755,8,14,22,34.05458356,0.404712089
1935,1980,245.4559003,0,17,17,25.52918739,0.183673481
1980,2025,64.32866682,3,3,6,35.0928432,0.431631127
2025,2070,14.89936374,0,1,1,24.1621056,0.148229046
0,45,106.921891,5,2,8,28.9805364,0.272867771
45,90,334.3564782,8,22,30,34.74134784,0.422171307
90,135,215.9848158,11,11,22,39.77939258,0.552742826
135,180,255.7717353,11,13,24,35.6268528,0.44512103
180,225,104.8651439,4,6,10,41.05253664,0.58573903
225,270,185.4382869,5,8,13,26.14649428,0.199417613
270,315,504.5598481,14,32,46,35.69094031,0.446781992
315,360,32.94882601,0,1,2,22.4503488,0.103624234
360,405,579.4920318,18,32,50,32.92322803,0.375050911
405,450,204.5237766,6,8,14,26.63255314,0.21201485
450,495,392.7266082,17,23,40,39.39015744,0.542654979
495,540,223.0889867,9,15,24,42.0363396,0.611236351
540,585,319.5267556,15,13,28,34.48986171,0.415653516
585,630,245.2090315,9,18,27,43.2669696,0.643130714
630,675,216.7283983,3,15,18,33.174432,0.38156139
675,720,295.8610728,21,11,32,40.3589871,0.567764236
720,765,179.1376145,2,11,13,26.70441895,0.213877404
765,810,334.4483292,15,23,40,46.30494168,0.721866146
810,855,132.9963067,4,6,10,28.34054784,0.256281122
855,900,612.6295406,25,27,52,32.46049662,0.363058254
900,945,111.0370971,6,4,10,35.7548688,0.448438833
945,990,337.3979852,14,19,33,38.93548451,0.530871174
990,1035,156.2383138,14,4,18,44.784264,0.682454588
1035,1080,389.2282246,5,28,33,32.36976,0.360706624
1080,1125,387.5356413,14,26,40,39.8737836,0.555189167
1125,1170,238.2200344,2,14,16,25.5913128,0.185028918
1170,1215,547.6258341,29,26,55,38.84032041,0.528404797
1215,1260,145.8293453,5,5,10,25.51176,0.18296714
1260,1305,587.3519885,20,30,50,33.70514976,0.395316056
1305,1350,233.5108965,9,10,19,31.22108109,0.330936196
1350,1395,598.8605488,20,33,53,33.94342515,0.401491464
1395,1440,229.315447,12,9,21,35.81312914,0.449948773
1440,1485,385.460797,6,21,27,27.3373088,0.230280074
1485,1530,400.216652,21,20,41,40.64030728,0.57505524
1530,1575,370.8500042,4,25,29,29.11916259,0.27646056
1575,1620,541.7296945,23,29,52,36.37335489,0.4644682
1620,1665,216.946019,2,14,17,29.2205664,0.279088653
1665,1710,629.9877358,29,29,58,35.99400017,0.454636425
1710,1755,136.597697,4,5,9,25.0521216,0.171054645
1755,1800,549.6688884,19,32,51,36.59493346,0.470210875
1800,1845,218.6371261,12,7,19,34.11154762,0.405848711
1845,1890,358.1112871,4,28,32,35.8255062,0.45026955
1890,1935,221.6925366,14,9,23,40.80450365,0.579310734
1935,1980,115.5255168,3,6,9,28.6743648,0.264932691
1980,2025,73.09652765,3,5,8,39.9725388,0.557748616
0,45,70.7495924,4,2,6,35.0727264,0.441911764
45,90,326.7048578,8,21,29,34.4806997,0.426379901
90,135,133.4357793,9,6,15,43.38206208,0.659907784
135,180,178.3958504,9,10,19,40.40127208,0.581706544
180,225,171.6788306,7,12,19,45.61335208,0.718445838
225,270,134.8148433,4,4,10,27.59439744,0.245717265
270,315,400.678512,21,20,41,40.94058732,0.595855518
315,360,84.06322493,3,2,5,21.70200384,0.091129894
360,405,464.7978196,15,28,43,34.948368,0.438649213
405,450,111.6808464,4,5,9,30.6189888,0.325067637
450,495,344.3915159,21,19,40,43.3658772,0.659483173
495,540,143.3881167,5,11,16,42.3954702,0.634024475
540,585,120.7749765,5,6,11,37.73246662,0.51169024
585,630,226.8094958,14,13,27,45.5692256,0.717288177
630,675,121.8643233,2,12,14,43.58239406,0.665163508
675,720,276.3814484,15,17,32,44.0389899,0.677142333
720,765,178.0641373,4,9,13,27.65989662,0.247435641
765,810,259.4265411,15,19,34,49.08585261,0.80954714
810,855,103.6926833,4,5,9,32.6648064,0.378739809
855,900,581.279951,19,35,54,35.8662224,0.462729189
900,945,87.51039834,5,4,9,38.8997952,0.54231519
945,990,230.9918814,14,11,25,42.18119885,0.628403051
990,1035,209.7294089,12,12,24,43.0677828,0.651662645
1035,1080,283.2524138,2,22,24,32.2934076,0.368996135
1080,1125,365.2632623,15,25,40,41.48184744,0.610055516
1125,1170,198.2040421,3,13,16,32.1749928,0.365889514
1170,1215,371.954317,26,18,44,44.99072444,0.702111157
1215,1260,76.83119907,1,6,7,33.71627931,0.406325277
1260,1305,506.4528866,28,20,48,37.5137172,0.505951334
1305,1350,247.865544,12,10,22,33.2585568,0.394316894
1350,1395,458.5461821,20,24,44,37.03918516,0.493501951
1395,1440,255.8729179,15,11,26,39.71309538,0.563652179
1440,1485,200.3150706,8,11,19,38.21768488,0.524419977
1485,1530,363.406521,15,25,40,42.30947088,0.631768277
1530,1575,309.583404,5,21,26,31.56030498,0.349763135
1575,1620,438.2169251,25,20,45,39.30871488,0.553043227
1620,1665,137.2735906,2,9,11,30.2520096,0.315439911
1665,1710,507.653306,26,25,51,39.13632,0.548520435
1710,1755,128.082161,4,6,10,29.40052032,0.293101029
1755,1800,400.7137565,22,20,42,41.01502011,0.597808268
1800,1845,153.679309,5,11,16,39.4081254,0.555651269
1845,1890,313.8593334,8,25,33,41.75050647,0.617103806
1890,1935,144.935551,9,7,16,42.4894248,0.636489381
1935,1980,64.4274776,1,4,5,28.63022976,0.2728924
1980,2025,31.81571519,0,4,4,45.7949808,0.723210881
0,45,111.6648687,4,7,11,40.23226996,0.5741985
45,90,356.502836,14,22,36,39.7828008,0.562440989
90,135,100.6312549,3,9,12,46.030896,0.725882782
135,180,186.3071017,11,11,23,46.48555158,0.737775963
180,225,180.6103314,6,15,21,45.80934994,0.720087434
225,270,262.0256903,8,11,19,28.34678501,0.263290149
270,315,349.1657398,19,21,41,45.08134736,0.701043863
315,360,119.8495266,5,4,9,29.1888672,0.28531789
360,405,437.4130592,19,22,41,36.55548176,0.47801865
405,450,83.81732687,2,6,8,35.4105972,0.448070005
450,495,348.118376,20,23,43,46.44607613,0.736743338
495,540,161.8280568,8,10,18,41.9386512,0.618835145
540,585,187.8010304,8,13,21,43.28247086,0.653987665
585,630,191.303032,9,14,23,45.74655736,0.718444864
630,675,172.2174685,6,14,20,44.73391104,0.691955395
675,720,296.0763743,15,17,32,42.883074,0.643539979
720,765,128.4722549,2,8,10,30.16532448,0.310860703
765,810,350.0112072,12,34,46,49.34301183,0.812523291
810,855,146.4212903,4,9,13,34.41576517,0.422046533
855,900,359.7954552,19,15,34,36.20055812,0.468734323
900,945,58.57742031,4,2,6,40.078152,0.57016698
945,990,250.6225153,11,18,30,45.42995232,0.710162901
990,1035,212.4463466,14,9,23,41.2687008,0.601310141
1035,1080,242.8069632,5,16,21,33.36410469,0.394536505
1080,1125,349.1188361,23,19,42,44.66190857,0.690071906
1125,1170,185.509497,5,12,17,38.05883407,0.517344331
1170,1215,341.431087,23,18,41,45.85747223,0.721346249
1215,1260,143.2865507,9,4,13,34.77786757,0.431518646
1260,1305,451.7964757,32,17,49,41.87310054,0.617120428
1305,1350,224.2226122,10,11,21,36.18515931,0.468331511
1350,1395,374.0340629,16,20,36,39.1216896,0.545147206
1395,1440,227.5512213,14,10,24,40.471344,0.580452356
1440,1485,149.7639847,4,12,16,42.5689776,0.635323638
1485,1530,253.7708167,19,11,30,45.06492384,0.700614246
1530,1575,372.6839789,6,28,34,34.79894428,0.432069985
1575,1620,388.3676611,23,20,43,41.99596778,0.62033447
1620,1665,192.1199064,3,13,16,31.7683134,0.352792744
1665,1710,325.3319817,15,21,36,42.8009304,0.641391213
1710,1755,109.4389149,3,5,8,27.9888696,0.253927562
1755,1800,426.6579166,19,29,48,43.6605426,0.663877515
1800,1845,96.36725207,4,6,10,39.06097344,0.543558953
1845,1890,294.5672669,8,25,33,44.860464,0.69526585
1890,1935,170.462801,7,12,19,43.45748564,0.658565818
1935,1980,83.17912249,1,5,6,27.468576,0.240317379
1980,2025,29.46848701,0,4,4,49.3446816,0.81256697
0,45,121.3698492,5,8,13,41.36492382,0.600893683
45,90,280.4462584,8,19,29,41.09351437,0.593813223
90,135,88.85671707,5,6,12,50.1566688,0.83025045
135,180,229.2958478,13,15,29,47.34649688,0.756939412
180,225,190.0363199,10,11,21,42.45480823,0.629326305
225,270,189.0367326,6,11,17,33.54578598,0.396910039
270,315,320.541971,18,17,35,42.51834597,0.630983861
315,360,146.534886,4,8,12,32.8891392,0.379779608
360,405,363.9971301,16,20,36,38.7681216,0.533148979
405,450,107.1745723,5,7,12,40.7328624,0.584404628
450,495,277.9999477,9,28,37,48.66851987,0.791428006
495,540,220.9257311,13,9,22,39.8148048,0.560454579
540,585,162.8717367,12,8,20,47.29935168,0.7557095
585,630,206.10049,13,11,24,44.4302388,0.680860826
630,675,144.6638431,7,13,21,52.64122423,0.895066888
675,720,265.6881696,13,17,30,44.15125536,0.673582779
720,765,74.58192386,1,6,7,36.8795808,0.483881215
765,810,261.0524326,19,15,34,49.10747548,0.802879366
810,855,158.852911,6,9,15,36.56575872,0.475694306
855,900,417.5196203,22,20,42,39.70716686,0.557646548
900,945,87.07231297,6,4,10,43.90985376,0.667285156
945,990,195.9059951,12,13,25,47.16943373,0.752320234
990,1035,194.9875165,12,9,21,41.65536137,0.608470542
1035,1080,187.1669448,7,11,18,37.4349264,0.498368928
1080,1125,293.2932169,16,16,32,42.6855636,0.635346191
1125,1170,180.7227148,1,19,20,43.95758544,0.668530368
1170,1215,339.3002434,22,17,39,44.53634437,0.683628881
1215,1260,104.6067266,5,6,11,39.69659782,0.557370826
1260,1305,464.3858289,25,25,50,41.96679034,0.616595021
1305,1350,144.4078526,6,7,13,34.30181686,0.416633177
1350,1395,371.5725693,16,26,42,43.80785897,0.664624343
1395,1440,287.4170925,19,13,32,43.4577744,0.655491427
1440,1485,140.6766009,4,12,16,45.9376272,0.720185185
1485,1530,252.0802537,11,21,32,47.896272,0.771281803
1530,1575,320.6431077,8,25,33,38.95909265,0.538130982
